id	title	asset_type	asset_id	organisation_id	user_id	creator_id	system_score	user_score	created	opened	deleted	saved	clicked_out
630	Second round for Missouri cannabis microbusiness applications set for April	content	100	36	141	144	0.32		1715376724	1715383924	1715391124		1715387524
631	How R&D cannabis lines help cultivators conduct market research	content	82	36	141	144	0.31		1715376724	1715383924		1715380504	1715380384
632	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	36	141	143	0.31		1715376724	1715383924			
633	Opinion: How to prepare for cannabis inevitable future as a natural product	content	96	36	141	99	0.31		1715376724	1715383924	1715387524	1715380624	1715384224
634	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	36	141	99	0.62		1715376724	1715383924		1715380504	1715380384
635	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	36	141	98	0.56		1715376724	1715383924	1715387524		
636	Erin Alexander | Content @ TechGC	contact	416	36	141	144	0.56		1715376724	1715383924	1715387524	1715380624	1715384224
637	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	36	141	143	0.56		1715376724	1715383924	1715391124	1715380504	1715387524
638	Jesse Channon | Chief Commercial Officer at Columbia Care	contact	333	36	141	98	0.53		1715376724	1715383924	1715391124		1715387524
639	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs	event	1194	36	141	98	0.47		1715376724	1715380324	1715383924	1715380624	1715384224
640	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	36	141	144	0.44		1715376724	1715383924	1715380384		
641	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II	event	1192	36	141	98	0.44		1715376724	1715383924		1715380504	1715380384
642	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	36	141	99	0.43		1715376724	1715383924	1715387524		1715380384
643	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	36	141	144	0.42		1715376724	1715383924			1715387524
644	Largest cannabis MSOs lay out modest expansion plans for 2024	content	137	36	142	98	0.38		1715376724	1715383924	1715380324		1715387524
645	Second round for Missouri cannabis microbusiness applications set for April	content	100	36	142	144	0.32		1715376724	1715383924		1715387524	
646	How R&D cannabis lines help cultivators conduct market research	content	82	36	142	143	0.31		1715376724	1715383924	1715391124	1715380624	1715387524
647	280E, new markets and wholesale revenue highlight cannabis earnings season	content	76	36	142	143	0.31		1715376724		1715383924		
648	Opinion: How to prepare for cannabis inevitable future as a natural product	content	96	36	142	98	0.31		1715376724	1715383924	1715387524		1715380384
649	Ziva Cooper | Director of the UCLA Center for Cannabis and Cannabinoids	contact	291	36	142	99	0.62		1715376724	1715383924		1715387524	
650	Laura Farren | Academic Research Partnerships @ CareEvolution | Master's Degrees, Public Administration and Public Health	contact	402	36	142	144	0.56		1715376724	1715383924		1715387524	
651	Erin Alexander | Content @ TechGC	contact	416	36	142	99	0.56		1715376724	1715383924	1715394724	1715387524	1715391124
652	Ruben Seyde | “The Cannabis Guy” | Delivered, Inc Founder | Sharing my experiences as a Mexican entrepreneur | Follow along for cannabis insights, behind-the-scenes action, and motivation	contact	280	36	142	143	0.56		1715376724	1715383924	1715391124		1715387524
653	Jesse Channon | Chief Commercial Officer at Columbia Care	contact	333	36	142	144	0.53		1715376724	1715383924	1715394724	1715387524	1715391124
654	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs	event	1194	36	142	98	0.47		1715376724	1715383924			
655	Surna: What to Expect When You're Expanding or Retrofitting	event	1245	36	142	99	0.44		1715376724	1715380324		1715380624	
656	Agrify: From Flower to Diamonds  How to Use Technology as Your Competitive Edge in Producing More and Higher Quality Cannabis SKUs Pt. II	event	1192	36	142	98	0.44		1715376724	1715380324	1715383924	1715380624	1715384224
657	Supporting the Cannabis Industry with Industry Best Practice and Regulatory Compliance	event	1254	36	142	144	0.43		1715376724	1715383924			1715387524
658	Cultivating Customers: Mastering Cannabis Marketing in the Midwest | CC04	event	433	36	142	99	0.42		1715376724	1715383924	1715387524		
